overwrites the 'other-base' file,,,,,
the base-other.csv serves as a base for the changes,,,,,
,,,,,
,,,,,
,,,,,
scenario_id,cat,desc,unit,value,notes
scen_0005,yield,stand life,years,4,field ops and pests data were also changed
