code will use this to overwrite base values,,,,,
the base-other.csv serves as a base for the changes,,,,,
,,,,,
,,,,,
,,,,,
scenario_id,cat,desc,unit,value,notes
scen_0010,energy source,"fuel, field ops",,electricity,
