overwrites the 'other-base' file,,,,,
the base-other.csv serves as a base for the changes,,,,,
,,,,,
,,,,,
,,,,,
scenario_id,cat,desc,unit,value,notes
scen_0002,irrigation,fraction from surface source,frac,0,100% of water is from 150 foot depth well
