overwrites the 'other-base' file,,,,,
the base-other.csv serves as a base for the changes,,,,,
,,,,,
,,,,,
,,,,,
scenario_id,cat,desc,unit,value,notes
scen_0003,irrigation,fraction from surface source,frac,1,100% of water is from surface sources
