scenario_id,cat,desc,fuel_type,unit,value
scen_0019,fertilizer avoidance,avoided uan-32 manu energy,NA,GJ_stand,-11.05919780752714
scen_0019,fertilizer avoidance,avoided uan-32 manu energy,NA,GJ_hayr,-3.6863992691757135
scen_0019,fertilizer avoidance,avoided uan-32 manu energy,NA,MJ_kgyield,-0.14814991177664172
scen_0019,fertility,"11-52-0 map, n_comp",NA,GJ_stand,2.860412516296126
scen_0019,fertility,"11-52-0 map, n_comp",NA,GJ_hayr,0.9534708387653753
scen_0019,fertility,"11-52-0 map, n_comp",NA,MJ_kgyield,0.0383183183183183
scen_0019,fertility,"11-52-0 map, p_comp",NA,GJ_stand,7.017425815841216
scen_0019,fertility,"11-52-0 map, p_comp",NA,GJ_hayr,2.3391419386137384
scen_0019,fertility,"11-52-0 map, p_comp",NA,MJ_kgyield,0.09400600600600595
scen_0019,field passes,field ops,diesel,GJ_stand,3.2326101426425766
scen_0019,field passes,field ops,diesel,GJ_hayr,1.0775367142141923
scen_0019,field passes,field ops,diesel,MJ_kgyield,0.04330430794128823
scen_0019,field passes,harvest,diesel,GJ_stand,18.877580223096167
scen_0019,field passes,harvest,diesel,GJ_hayr,6.292526741032056
scen_0019,field passes,harvest,diesel,MJ_kgyield,0.2528855974259424
scen_0019,irrigation,"sprinkler, surface",diesel,GJ_stand,0.1178461235448984
scen_0019,irrigation,"sprinkler, surface",diesel,GJ_hayr,0.039282041181632796
scen_0019,irrigation,"sprinkler, surface",diesel,MJ_kgyield,0.0015786762394748922
scen_0019,irrigation,"sprinkler, ground",diesel,GJ_stand,0.7300337783235912
scen_0019,irrigation,"sprinkler, ground",diesel,GJ_hayr,0.24334459277453038
scen_0019,irrigation,"sprinkler, ground",diesel,MJ_kgyield,0.009779591769214589
scen_0019,irrigation,"flood, surface",diesel,GJ_stand,3.232350817231499
scen_0019,irrigation,"flood, surface",diesel,GJ_hayr,1.0774502724104997
scen_0019,irrigation,"flood, surface",diesel,MJ_kgyield,0.04330083399702561
scen_0019,irrigation,"flood, ground",diesel,GJ_stand,20.023783634018503
scen_0019,irrigation,"flood, ground",diesel,GJ_hayr,6.674594544672834
scen_0019,irrigation,"flood, ground",diesel,MJ_kgyield,0.2682402313841716
scen_0019,fuel manufacture,field ops,diesel,GJ_stand,0.768469013549564
scen_0019,fuel manufacture,field ops,diesel,GJ_hayr,0.25615633784985464
scen_0019,fuel manufacture,field ops,diesel,MJ_kgyield,0.010294473301034805
scen_0019,fuel manufacture,harvest,diesel,GJ_stand,4.487653880955314
scen_0019,fuel manufacture,harvest,diesel,GJ_hayr,1.4958846269851047
scen_0019,fuel manufacture,harvest,diesel,MJ_kgyield,0.060116975762484745
scen_0019,fuel manufacture,"sprinkler, surface",diesel,GJ_stand,0.02801485187358743
scen_0019,fuel manufacture,"sprinkler, surface",diesel,GJ_hayr,0.009338283957862476
scen_0019,fuel manufacture,"sprinkler, surface",diesel,MJ_kgyield,3.752892303529293e-4
scen_0019,fuel manufacture,"sprinkler, ground",diesel,GJ_stand,0.1735465499181974
scen_0019,fuel manufacture,"sprinkler, ground",diesel,GJ_hayr,0.057848849972732465
scen_0019,fuel manufacture,"sprinkler, ground",diesel,MJ_kgyield,0.002324843673744769
scen_0019,fuel manufacture,"flood, surface",diesel,GJ_stand,0.768407365675541
scen_0019,fuel manufacture,"flood, surface",diesel,GJ_hayr,0.25613578855851366
scen_0019,fuel manufacture,"flood, surface",diesel,MJ_kgyield,0.010293647461108918
scen_0019,fuel manufacture,"flood, ground",diesel,GJ_stand,4.7601339406134136
scen_0019,fuel manufacture,"flood, ground",diesel,GJ_hayr,1.5867113135378046
scen_0019,fuel manufacture,"flood, ground",diesel,MJ_kgyield,0.0637671407655708
scen_0019,pesticide,chlorantraniliprole,NA,GJ_stand,0.03285924447515436
scen_0019,pesticide,chlorantraniliprole,NA,GJ_hayr,0.010953081491718121
scen_0019,pesticide,chlorantraniliprole,NA,MJ_kgyield,4.401851069819807e-4
scen_0019,pesticide,flumioxazin,NA,GJ_stand,0.09550440119418814
scen_0019,pesticide,flumioxazin,NA,GJ_hayr,0.03183480039806271
scen_0019,pesticide,flumioxazin,NA,MJ_kgyield,0.0012793847128378388
scen_0019,pesticide,glyphosate,NA,GJ_stand,2.992134961012084
scen_0019,pesticide,glyphosate,NA,GJ_hayr,0.9973783203373614
scen_0019,pesticide,glyphosate,NA,MJ_kgyield,0.040082882882882885
scen_0019,pesticide,lambda-cyhalothrin,NA,GJ_stand,0.017539921772879722
scen_0019,pesticide,lambda-cyhalothrin,NA,GJ_hayr,0.005846640590959908
scen_0019,pesticide,lambda-cyhalothrin,NA,MJ_kgyield,2.3496621621621637e-4
scen_0019,pesticide,paraquat,NA,GJ_stand,0.7999911665175099
scen_0019,pesticide,paraquat,NA,GJ_hayr,0.2666637221725033
scen_0019,pesticide,paraquat,NA,MJ_kgyield,0.010716746621621627
scen_0019,pesticide,pendimethalin,NA,GJ_stand,3.37970292334942
scen_0019,pesticide,pendimethalin,NA,GJ_hayr,1.1265676411164733
scen_0019,pesticide,pendimethalin,NA,MJ_kgyield,0.04527477477477481
scen_0019,seed,"round-up ready seed, non-dormant",NA,GJ_stand,2.0130163897787954
scen_0019,seed,"round-up ready seed, non-dormant",NA,GJ_hayr,0.6710054632595985
scen_0019,seed,"round-up ready seed, non-dormant",NA,MJ_kgyield,0.026966531003512883
scen_0019,carbon credit,co2,NA,kgco2e_stand,-1927.4219754438898
scen_0019,carbon credit,co2,NA,kgco2e_hayr,-642.4739918146299
scen_0019,carbon credit,co2,NA,kgco2e_Mgyield,-25.81990127927929
scen_0019,fertility,"11-52-0 map, n_comp",diesel,kgco2e_stand,203.5918874734671
scen_0019,fertility,"11-52-0 map, n_comp",diesel,kgco2e_hayr,67.8639624911557
scen_0019,fertility,"11-52-0 map, n_comp",diesel,kgco2e_Mgyield,2.727333455153962
scen_0019,fertility,"11-52-0 map, p_comp",diesel,kgco2e_stand,499.47025434713265
scen_0019,fertility,"11-52-0 map, p_comp",diesel,kgco2e_hayr,166.49008478237755
scen_0019,fertility,"11-52-0 map, p_comp",diesel,kgco2e_Mgyield,6.690944081515643
scen_0019,fertilizer avoidance,avoided uan-32 manu energy,diesel,kgco2e_stand,-787.1462394844957
scen_0019,fertilizer avoidance,avoided uan-32 manu energy,diesel,kgco2e_hayr,-262.3820798281652
scen_0019,fertilizer avoidance,avoided uan-32 manu energy,diesel,kgco2e_Mgyield,-10.54467493614881
scen_0019,field passes,field ops,diesel,kgco2e_stand,230.0833172337938
scen_0019,field passes,field ops,diesel,kgco2e_hayr,76.69443907793126
scen_0019,field passes,field ops,diesel,kgco2e_Mgyield,3.0822147991840194
scen_0019,field passes,harvest,diesel,kgco2e_stand,1343.6251473016769
scen_0019,field passes,harvest,diesel,kgco2e_hayr,447.87504910055895
scen_0019,field passes,harvest,diesel,kgco2e_Mgyield,17.999311568343348
scen_0019,fuel manufacture,field ops,diesel,kgco2e_stand,54.6963265060864
scen_0019,fuel manufacture,field ops,diesel,kgco2e_hayr,18.232108835362133
scen_0019,fuel manufacture,field ops,diesel,kgco2e_Mgyield,0.732716430921222
scen_0019,fuel manufacture,"flood, ground",diesel,kgco2e_stand,338.80590581770076
scen_0019,fuel manufacture,"flood, ground",diesel,kgco2e_hayr,112.93530193923358
scen_0019,fuel manufacture,"flood, ground",diesel,kgco2e_Mgyield,4.538671423539809
scen_0019,fuel manufacture,"flood, surface",diesel,kgco2e_stand,54.69193867497478
scen_0019,fuel manufacture,"flood, surface",diesel,kgco2e_hayr,18.23064622499159
