scenario_id,scen_desc,location,unit,name,value
scen_1003,all surface irr,siskiyou,kgco2e_hayr,no_c_credit,825.490863403016
scen_1003,all surface irr,siskiyou,kgco2e_stand,conservation_crop_rotation_c_credit,1691.1541450515126
scen_1003,all surface irr,siskiyou,kgco2e_stand,pasture_establishment_c_credit,-14617.801031781404
scen_1003,all surface irr,siskiyou,kgco2e_stand,no_c_credit,4952.945180418095
scen_1005,change stand life from 6 to 8 years,siskiyou,kgco2e_Mgyield,conservation_crop_rotation_c_credit,28.5874317362456
scen_1005,change stand life from 6 to 8 years,siskiyou,kgco2e_Mgyield,pasture_establishment_c_credit,-195.95743622671742
scen_1005,change stand life from 6 to 8 years,siskiyou,kgco2e_Mgyield,no_c_credit,73.4964053288382
scen_1005,change stand life from 6 to 8 years,siskiyou,kgco2e_hayr,conservation_crop_rotation_c_credit,346.0564081147631
scen_1005,change stand life from 6 to 8 years,siskiyou,kgco2e_hayr,pasture_establishment_c_credit,-2372.102788024056
scen_1005,change stand life from 6 to 8 years,siskiyou,kgco2e_hayr,no_c_credit,889.6882473425269
scen_1005,change stand life from 6 to 8 years,siskiyou,kgco2e_stand,conservation_crop_rotation_c_credit,2768.4512649181047
scen_1005,change stand life from 6 to 8 years,siskiyou,kgco2e_stand,pasture_establishment_c_credit,-13540.503911914811
scen_1005,change stand life from 6 to 8 years,siskiyou,kgco2e_stand,no_c_credit,6030.242300284688
scen_1006,double pump pressure,siskiyou,kgco2e_Mgyield,conservation_crop_rotation_c_credit,30.175796139143404
scen_1006,double pump pressure,siskiyou,kgco2e_Mgyield,pasture_establishment_c_credit,-194.3690718238196
scen_1006,double pump pressure,siskiyou,kgco2e_Mgyield,no_c_credit,75.084769731736
scen_1006,double pump pressure,siskiyou,kgco2e_hayr,conservation_crop_rotation_c_credit,365.2838674093051
scen_1006,double pump pressure,siskiyou,kgco2e_hayr,pasture_establishment_c_credit,-2352.875328729514
scen_1006,double pump pressure,siskiyou,kgco2e_hayr,no_c_credit,908.915706637069
scen_1006,double pump pressure,siskiyou,kgco2e_stand,conservation_crop_rotation_c_credit,2191.703204455831
scen_1006,double pump pressure,siskiyou,kgco2e_stand,pasture_establishment_c_credit,-14117.251972377086
scen_1006,double pump pressure,siskiyou,kgco2e_stand,no_c_credit,5453.494239822414
scen_1007,eliminate pesticides,siskiyou,kgco2e_Mgyield,conservation_crop_rotation_c_credit,23.312343988480276
scen_1007,eliminate pesticides,siskiyou,kgco2e_Mgyield,pasture_establishment_c_credit,-201.23252397448275
scen_1007,eliminate pesticides,siskiyou,kgco2e_Mgyield,no_c_credit,68.22131758107288
scen_1007,eliminate pesticides,siskiyou,kgco2e_hayr,conservation_crop_rotation_c_credit,282.2004473791448
scen_1007,eliminate pesticides,siskiyou,kgco2e_hayr,pasture_establishment_c_credit,-2435.958748759674
scen_1007,eliminate pesticides,siskiyou,kgco2e_hayr,no_c_credit,825.8322866069086
scen_1007,eliminate pesticides,siskiyou,kgco2e_stand,conservation_crop_rotation_c_credit,1693.202684274869
scen_1007,eliminate pesticides,siskiyou,kgco2e_stand,pasture_establishment_c_credit,-14615.752492558047
