program,year,state,ag_district,county,name,value
census,2012,california,sierra mountains,sierra,nonirr_acres_harvested,1158
census,2007,california,sierra mountains,sierra,acres_harvested,1064
census,2007,california,sierra mountains,sierra,irrigated_acres_harvested,882
census,2007,california,sierra mountains,sierra,nonirr_acres_harvested,182
census,2002,california,sierra mountains,sierra,acres_harvested,1433
census,2002,california,sierra mountains,sierra,irrigated_acres_harvested,1223
census,2002,california,sierra mountains,sierra,nonirr_acres_harvested,210
census,1997,california,sierra mountains,sierra,acres_harvested,2255
census,1997,california,sierra mountains,sierra,irrigated_acres_harvested,960
census,1997,california,sierra mountains,sierra,nonirr_acres_harvested,1295
census,2017,california,siskiyou-shasta,siskiyou,acres_harvested,46690
census,2017,california,siskiyou-shasta,siskiyou,irrigated_acres_harvested,41401
census,2017,california,siskiyou-shasta,siskiyou,nonirr_acres_harvested,5289
census,2012,california,siskiyou-shasta,siskiyou,acres_harvested,59364
census,2012,california,siskiyou-shasta,siskiyou,irrigated_acres_harvested,54519
census,2012,california,siskiyou-shasta,siskiyou,nonirr_acres_harvested,4845
census,2007,california,siskiyou-shasta,siskiyou,acres_harvested,59216
census,2007,california,siskiyou-shasta,siskiyou,irrigated_acres_harvested,53651
census,2007,california,siskiyou-shasta,siskiyou,nonirr_acres_harvested,5565
census,2002,california,siskiyou-shasta,siskiyou,acres_harvested,65308
census,2002,california,siskiyou-shasta,siskiyou,irrigated_acres_harvested,59963
census,2002,california,siskiyou-shasta,siskiyou,nonirr_acres_harvested,5345
census,1997,california,siskiyou-shasta,siskiyou,acres_harvested,52158
census,1997,california,siskiyou-shasta,siskiyou,irrigated_acres_harvested,46309
census,1997,california,siskiyou-shasta,siskiyou,nonirr_acres_harvested,5849
census,2017,california,sacramento valley,solano,acres_harvested,23103
census,2017,california,sacramento valley,solano,irrigated_acres_harvested,23051
census,2017,california,sacramento valley,solano,nonirr_acres_harvested,52
census,2012,california,sacramento valley,solano,acres_harvested,31311
census,2012,california,sacramento valley,solano,irrigated_acres_harvested,29781
census,2012,california,sacramento valley,solano,nonirr_acres_harvested,1530
census,2007,california,sacramento valley,solano,acres_harvested,28129
census,2007,california,sacramento valley,solano,irrigated_acres_harvested,28045
census,2007,california,sacramento valley,solano,nonirr_acres_harvested,84
census,2002,california,sacramento valley,solano,acres_harvested,34598
census,2002,california,sacramento valley,solano,irrigated_acres_harvested,33992
census,2002,california,sacramento valley,solano,nonirr_acres_harvested,606
census,1997,california,sacramento valley,solano,acres_harvested,21752
census,1997,california,sacramento valley,solano,irrigated_acres_harvested,21714
census,1997,california,sacramento valley,solano,nonirr_acres_harvested,38
census,2017,california,central coast,sonoma,acres_harvested,1605
census,2017,california,central coast,sonoma,irrigated_acres_harvested,0
census,2017,california,central coast,sonoma,nonirr_acres_harvested,1605
census,2012,california,central coast,sonoma,acres_harvested,1424
census,2012,california,central coast,sonoma,irrigated_acres_harvested,0
census,2012,california,central coast,sonoma,nonirr_acres_harvested,1424
census,2007,california,central coast,sonoma,acres_harvested,925
census,2007,california,central coast,sonoma,irrigated_acres_harvested,599
census,2007,california,central coast,sonoma,nonirr_acres_harvested,326
census,2002,california,central coast,sonoma,acres_harvested,429
census,2002,california,central coast,sonoma,irrigated_acres_harvested,0
census,2002,california,central coast,sonoma,nonirr_acres_harvested,429
census,1997,california,central coast,sonoma,acres_harvested,65
census,1997,california,central coast,sonoma,irrigated_acres_harvested,29
census,1997,california,central coast,sonoma,nonirr_acres_harvested,36
census,2017,california,san joaquin valley,stanislaus,acres_harvested,22976
census,2017,california,san joaquin valley,stanislaus,irrigated_acres_harvested,0
census,2017,california,san joaquin valley,stanislaus,nonirr_acres_harvested,22976
census,2012,california,san joaquin valley,stanislaus,acres_harvested,22626
census,2012,california,san joaquin valley,stanislaus,irrigated_acres_harvested,22538
census,2012,california,san joaquin valley,stanislaus,nonirr_acres_harvested,88
census,2007,california,san joaquin valley,stanislaus,acres_harvested,28836
census,2007,california,san joaquin valley,stanislaus,irrigated_acres_harvested,28575
census,2007,california,san joaquin valley,stanislaus,nonirr_acres_harvested,261
census,2002,california,san joaquin valley,stanislaus,acres_harvested,36463
census,2002,california,san joaquin valley,stanislaus,irrigated_acres_harvested,36167
census,2002,california,san joaquin valley,stanislaus,nonirr_acres_harvested,296
census,1997,california,san joaquin valley,stanislaus,acres_harvested,31801
census,1997,california,san joaquin valley,stanislaus,irrigated_acres_harvested,31773
census,1997,california,san joaquin valley,stanislaus,nonirr_acres_harvested,28
census,2017,california,sacramento valley,sutter,acres_harvested,4472
census,2017,california,sacramento valley,sutter,irrigated_acres_harvested,3974
census,2017,california,sacramento valley,sutter,nonirr_acres_harvested,498
census,2012,california,sacramento valley,sutter,acres_harvested,6196
census,2012,california,sacramento valley,sutter,irrigated_acres_harvested,6196
census,2012,california,sacramento valley,sutter,nonirr_acres_harvested,0
census,2007,california,sacramento valley,sutter,acres_harvested,6388
census,2007,california,sacramento valley,sutter,irrigated_acres_harvested,6388
census,2007,california,sacramento valley,sutter,nonirr_acres_harvested,0
census,2002,california,sacramento valley,sutter,acres_harvested,6729
census,2002,california,sacramento valley,sutter,irrigated_acres_harvested,6573
census,2002,california,sacramento valley,sutter,nonirr_acres_harvested,156
census,1997,california,sacramento valley,sutter,acres_harvested,6583
census,1997,california,sacramento valley,sutter,irrigated_acres_harvested,6470
census,1997,california,sacramento valley,sutter,nonirr_acres_harvested,113
census,2017,california,sacramento valley,tehama,acres_harvested,3509
census,2017,california,sacramento valley,tehama,irrigated_acres_harvested,2521
census,2017,california,sacramento valley,tehama,nonirr_acres_harvested,988
census,2012,california,sacramento valley,tehama,acres_harvested,3731
census,2012,california,sacramento valley,tehama,irrigated_acres_harvested,3486
census,2012,california,sacramento valley,tehama,nonirr_acres_harvested,245
census,2007,california,sacramento valley,tehama,acres_harvested,5289
census,2007,california,sacramento valley,tehama,irrigated_acres_harvested,4319
census,2007,california,sacramento valley,tehama,nonirr_acres_harvested,970
census,2002,california,sacramento valley,tehama,acres_harvested,6163
census,2002,california,sacramento valley,tehama,irrigated_acres_harvested,6163
census,2002,california,sacramento valley,tehama,nonirr_acres_harvested,0
census,1997,california,sacramento valley,tehama,acres_harvested,3650
census,1997,california,sacramento valley,tehama,irrigated_acres_harvested,3630
census,1997,california,sacramento valley,tehama,nonirr_acres_harvested,20
census,2017,california,siskiyou-shasta,trinity,acres_harvested,154
census,2017,california,siskiyou-shasta,trinity,irrigated_acres_harvested,154
census,2017,california,siskiyou-shasta,trinity,nonirr_acres_harvested,0
census,2012,california,siskiyou-shasta,trinity,acres_harvested,66
census,2012,california,siskiyou-shasta,trinity,irrigated_acres_harvested,66
census,2012,california,siskiyou-shasta,trinity,nonirr_acres_harvested,0
census,2017,california,san joaquin valley,tulare,acres_harvested,52629
census,2017,california,san joaquin valley,tulare,irrigated_acres_harvested,50592
census,2017,california,san joaquin valley,tulare,nonirr_acres_harvested,2037
census,2012,california,san joaquin valley,tulare,acres_harvested,69376
census,2012,california,san joaquin valley,tulare,irrigated_acres_harvested,66194
census,2012,california,san joaquin valley,tulare,nonirr_acres_harvested,3182
census,2007,california,san joaquin valley,tulare,acres_harvested,76413
census,2007,california,san joaquin valley,tulare,irrigated_acres_harvested,75405
census,2007,california,san joaquin valley,tulare,nonirr_acres_harvested,1008
census,2002,california,san joaquin valley,tulare,acres_harvested,94519
census,2002,california,san joaquin valley,tulare,irrigated_acres_harvested,93950
census,2002,california,san joaquin valley,tulare,nonirr_acres_harvested,569
census,1997,california,san joaquin valley,tulare,acres_harvested,74251
census,1997,california,san joaquin valley,tulare,irrigated_acres_harvested,72934
census,1997,california,san joaquin valley,tulare,nonirr_acres_harvested,1317
census,2017,california,southern california,ventura,acres_harvested,89
census,2017,california,southern california,ventura,irrigated_acres_harvested,0
census,2017,california,southern california,ventura,nonirr_acres_harvested,89
census,2007,california,southern california,ventura,acres_harvested,1001
census,2007,california,southern california,ventura,irrigated_acres_harvested,1001
census,2007,california,southern california,ventura,nonirr_acres_harvested,0
census,2002,california,southern california,ventura,acres_harvested,430
census,2002,california,southern california,ventura,irrigated_acres_harvested,430
census,2002,california,southern california,ventura,nonirr_acres_harvested,0
census,1997,california,southern california,ventura,acres_harvested,2645
census,1997,california,southern california,ventura,irrigated_acres_harvested,2625
census,1997,california,southern california,ventura,nonirr_acres_harvested,20
census,2017,california,sacramento valley,yolo,acres_harvested,27667
census,2017,california,sacramento valley,yolo,irrigated_acres_harvested,27315
census,2017,california,sacramento valley,yolo,nonirr_acres_harvested,352
census,2012,california,sacramento valley,yolo,acres_harvested,34543
census,2012,california,sacramento valley,yolo,irrigated_acres_harvested,33519
census,2012,california,sacramento valley,yolo,nonirr_acres_harvested,1024
census,2007,california,sacramento valley,yolo,acres_harvested,57001
census,2007,california,sacramento valley,yolo,irrigated_acres_harvested,56251
census,2007,california,sacramento valley,yolo,nonirr_acres_harvested,750
census,2002,california,sacramento valley,yolo,acres_harvested,59729
census,2002,california,sacramento valley,yolo,irrigated_acres_harvested,59399
census,2002,california,sacramento valley,yolo,nonirr_acres_harvested,330
census,1997,california,sacramento valley,yolo,acres_harvested,36593
census,1997,california,sacramento valley,yolo,irrigated_acres_harvested,36505
census,1997,california,sacramento valley,yolo,nonirr_acres_harvested,88
census,2017,california,sacramento valley,yuba,acres_harvested,1269
census,2017,california,sacramento valley,yuba,irrigated_acres_harvested,0
census,2017,california,sacramento valley,yuba,nonirr_acres_harvested,1269
census,2012,california,sacramento valley,yuba,acres_harvested,600
census,2012,california,sacramento valley,yuba,irrigated_acres_harvested,0
census,2012,california,sacramento valley,yuba,nonirr_acres_harvested,600
census,2007,california,sacramento valley,yuba,acres_harvested,850
census,2007,california,sacramento valley,yuba,irrigated_acres_harvested,806
census,2007,california,sacramento valley,yuba,nonirr_acres_harvested,44
census,2002,california,sacramento valley,yuba,acres_harvested,402
census,2002,california,sacramento valley,yuba,irrigated_acres_harvested,288
census,2002,california,sacramento valley,yuba,nonirr_acres_harvested,114
census,1997,california,sacramento valley,yuba,acres_harvested,886
census,1997,california,sacramento valley,yuba,irrigated_acres_harvested,806
census,1997,california,sacramento valley,yuba,nonirr_acres_harvested,80
