name,energy_used_btu_g,energy_used_mj_kg
nitrogen,55.01121714982498,58.039906613672564
p2o5,28.50483454151775,30.074192510993036
k2o,7.809256382885195,8.239201651373117
caco3,0.11917827438018759,0.12573973588996912
ammonia,35.70509477553296,37.67086921127784
urea,27.107692088817384,28.600129189327657
ammonium_nitrate,18.457065873823424,19.47323537237028
urea_ammonium_nitrate_solution,61.141281716810155,64.50746711200877
sulfuric_acid,0.5710498507016356,0.602489487120538
phosphoric_acid_per_ton_of_p2o5_product,20.954929701709812,22.108621223029612
potash,7.809255384515075,8.239200598036879
ca_co3,0.11917825914390615,0.1257397198148412
sodium_nitrate_na_no3,7.906905414365879,8.342226833539486
ammonium_chloride_nh4cl,6.355215346182054,6.705107145649816
potassium_nitrate_kno3,9.495802625717333,10.018602135587436
calcium_nitrate_ca_no3_2,9.01792567256028,9.514415259326872
calcium_nitrate_ca_no3_2_4h2o,6.4571958462152805,6.812702269062986
potassium_phosphates_k2hpo4,29.82222001269602,31.464107762516228
potassium_phosphates_k2hpo4_3h2o,22.911727748634057,24.17315245483242
potassium_phosphates_kh2po4,26.99051418215397,28.47649995310466
monoammonium_phosphate_nh4h2po4,21.820453474485337,23.021797145078168
diammonium_phosphate_nh4_2hpo4,23.498657697975656,24.792396332963236
potassium_sulfate_k2so4,8.995360542452245,9.49060778674126
superphosphate_ca_h2po4_2_2ca_so4,3.833616471941492,4.044679495422307
triple_superphosphate_ca_h2po4_2,14.684798712667368,15.493282826346348
triple_superphosphate_ca_h2po4_2_h2o,13.6801073470067,14.433277320929282
ammonium_sulfate_nh4_2so4,10.09296544453456,10.64864226254761
